Origin,Destination,TimeRequest
1,10,2021-10-16 13:39:37
2,3,2021-10-16 13:17:28
2,4,2021-10-16 13:21:53
2,6,2021-10-16 13:15:51
2,7,2021-10-16 13:05:38
2,8,2021-10-16 13:16:02
2,9,2021-10-16 13:13:29
2,10,2021-10-16 13:25:11
3,4,2021-10-16 13:31:15
3,5,2021-10-16 13:58:37
3,6,2021-10-16 13:25:52
3,7,2021-10-16 13:21:45
3,8,2021-10-16 13:25:05
3,9,2021-10-16 13:33:26
3,10,2021-10-16 13:42:23
4,5,2021-10-16 13:58:22
4,6,2021-10-16 13:07:35
4,7,2021-10-16 13:07:04
4,8,2021-10-16 13:02:25
4,9,2021-10-16 13:22:14
4,10,2021-10-16 13:23:00
5,6,2021-10-16 13:31:30
5,7,2021-10-16 13:31:22
5,8,2021-10-16 13:07:41
5,9,2021-10-16 13:24:09
5,10,2021-10-16 13:27:49
6,7,2021-10-16 13:41:08
6,8,2021-10-16 13:35:42
6,9,2021-10-16 13:01:39
6,10,2021-10-16 13:25:27
7,8,2021-10-16 13:35:42
7,9,2021-10-16 13:38:41
7,10,2021-10-16 13:00:18
8,9,2021-10-16 13:15:45
8,10,2021-10-16 13:42:19
9,10,2021-10-16 13:19:52
1,2,2021-10-16 14:30:23
1,3,2021-10-16 14:12:49
1,4,2021-10-16 14:18:52
1,5,2021-10-16 14:25:26
1,6,2021-10-16 14:56:00
1,7,2021-10-16 14:29:51
1,8,2021-10-16 14:59:22
1,9,2021-10-16 14:03:52
1,10,2021-10-16 14:59:17
2,5,2021-10-16 14:08:43
2,6,2021-10-16 14:10:35
2,7,2021-10-16 14:06:06
2,8,2021-10-16 14:10:15
2,9,2021-10-16 14:02:23
2,10,2021-10-16 14:39:06
3,4,2021-10-16 14:34:04
3,5,2021-10-16 14:06:54
3,6,2021-10-16 14:25:52
3,7,2021-10-16 14:16:28
3,8,2021-10-16 14:08:22
3,9,2021-10-16 14:17:32
3,10,2021-10-16 14:10:43
4,5,2021-10-16 14:50:17
4,6,2021-10-16 14:03:40
4,7,2021-10-16 14:30:42
4,8,2021-10-16 14:46:16
4,9,2021-10-16 14:23:09
4,10,2021-10-16 14:15:05
5,6,2021-10-16 14:39:51
5,7,2021-10-16 14:10:08
5,8,2021-10-16 14:06:30
5,9,2021-10-16 14:49:44
5,10,2021-10-16 14:40:05
6,7,2021-10-16 14:03:45
6,8,2021-10-16 14:58:23
6,9,2021-10-16 14:21:19
6,10,2021-10-16 14:12:47
7,8,2021-10-16 14:24:59
7,9,2021-10-16 14:51:17
7,10,2021-10-16 14:05:25
8,9,2021-10-16 14:33:23
8,10,2021-10-16 14:12:15
9,10,2021-10-16 14:26:32
1,2,2021-10-16 15:47:46
1,4,2021-10-16 15:40:17
1,5,2021-10-16 15:59:51
1,6,2021-10-16 15:35:01
1,7,2021-10-16 15:04:37
1,8,2021-10-16 15:18:06
1,9,2021-10-16 15:05:48
2,3,2021-10-16 15:24:32
2,4,2021-10-16 15:20:36
2,5,2021-10-16 15:42:27
2,6,2021-10-16 15:01:04
2,7,2021-10-16 15:30:27
2,8,2021-10-16 15:30:56
2,9,2021-10-16 15:05:54
2,10,2021-10-16 15:38:02
3,4,2021-10-16 15:02:56
3,5,2021-10-16 15:46:56
3,6,2021-10-16 15:27:24
3,7,2021-10-16 15:07:16
3,8,2021-10-16 15:12:58
3,9,2021-10-16 15:55:09
3,10,2021-10-16 15:48:03
4,5,2021-10-16 15:18:09
4,6,2021-10-16 15:13:02
4,7,2021-10-16 15:26:37
4,8,2021-10-16 15:59:11
4,9,2021-10-16 15:01:50
4,10,2021-10-16 15:07:16
5,6,2021-10-16 15:48:03
5,7,2021-10-16 15:44:33
5,8,2021-10-16 15:03:05
5,9,2021-10-16 15:02:18
5,10,2021-10-16 15:35:06
6,7,2021-10-16 15:06:13
6,8,2021-10-16 15:55:37
6,9,2021-10-16 15:05:58
6,10,2021-10-16 15:59:42
7,8,2021-10-16 15:39:21
7,9,2021-10-16 15:42:21
7,10,2021-10-16 15:11:37
8,9,2021-10-16 15:44:11
8,10,2021-10-16 15:15:26
9,10,2021-10-16 15:44:39
1,2,2021-10-16 16:39:32
1,3,2021-10-16 16:44:00
1,4,2021-10-16 16:21:35
1,5,2021-10-16 16:42:45
1,6,2021-10-16 16:50:09
1,7,2021-10-16 16:37:00
1,8,2021-10-16 16:02:21
1,9,2021-10-16 16:02:19
1,10,2021-10-16 16:29:32
2,3,2021-10-16 16:34:40
2,4,2021-10-16 16:41:52
2,5,2021-10-16 16:48:49
2,6,2021-10-16 16:09:45
2,7,2021-10-16 16:13:43
2,8,2021-10-16 16:43:19
2,9,2021-10-16 16:16:21
2,10,2021-10-16 16:29:50
3,4,2021-10-16 16:57:02
3,5,2021-10-16 16:43:46
3,6,2021-10-16 16:30:59
3,7,2021-10-16 16:26:34
3,8,2021-10-16 16:11:48
3,9,2021-10-16 16:59:47
3,10,2021-10-16 16:56:04
4,5,2021-10-16 16:36:31
4,6,2021-10-16 16:18:00
4,7,2021-10-16 16:43:46
4,8,2021-10-16 16:50:45
4,9,2021-10-16 16:45:35
4,10,2021-10-16 16:34:45
5,6,2021-10-16 16:38:56
5,7,2021-10-16 16:16:28
5,8,2021-10-16 16:08:24
5,9,2021-10-16 16:52:52
5,10,2021-10-16 16:01:01
6,7,2021-10-16 16:14:44
6,8,2021-10-16 16:55:59
6,9,2021-10-16 16:28:38
6,10,2021-10-16 16:19:48
7,8,2021-10-16 16:45:02
7,9,2021-10-16 16:41:00
7,10,2021-10-16 16:42:04
8,9,2021-10-16 16:51:38
8,10,2021-10-16 16:24:54
9,10,2021-10-16 16:29:06
1,2,2021-10-16 17:25:46
1,3,2021-10-16 17:02:19
1,4,2021-10-16 17:36:55
1,5,2021-10-16 17:45:06
1,6,2021-10-16 17:23:17
1,7,2021-10-16 17:30:47
1,8,2021-10-16 17:58:49
1,9,2021-10-16 17:50:00
1,10,2021-10-16 17:38:56
2,3,2021-10-16 17:31:46
2,4,2021-10-16 17:23:48
2,5,2021-10-16 17:23:49
2,6,2021-10-16 17:22:48
2,7,2021-10-16 17:32:35
2,8,2021-10-16 17:11:12
2,9,2021-10-16 17:44:52
2,10,2021-10-16 17:43:21
3,4,2021-10-16 17:10:34
3,5,2021-10-16 17:17:11
3,6,2021-10-16 17:02:10
3,7,2021-10-16 17:15:25
3,8,2021-10-16 17:37:20
3,9,2021-10-16 17:42:43
3,10,2021-10-16 17:59:36
4,5,2021-10-16 17:54:11
4,6,2021-10-16 17:56:34
4,7,2021-10-16 17:43:13
4,8,2021-10-16 17:16:15
4,9,2021-10-16 17:13:32
4,10,2021-10-16 17:49:09
5,6,2021-10-16 17:01:27
5,7,2021-10-16 17:31:22
5,8,2021-10-16 17:33:10
5,9,2021-10-16 17:20:25
5,10,2021-10-16 17:32:58
6,7,2021-10-16 17:09:52
6,8,2021-10-16 17:00:08
6,9,2021-10-16 17:53:26
6,10,2021-10-16 17:51:17
7,8,2021-10-16 17:19:59
7,9,2021-10-16 17:42:58
7,10,2021-10-16 17:20:53
8,9,2021-10-16 17:54:37
8,10,2021-10-16 17:17:36
9,10,2021-10-16 17:44:56
1,2,2021-10-16 18:15:26
1,3,2021-10-16 18:43:59
1,4,2021-10-16 18:13:21
1,5,2021-10-16 18:20:54
1,6,2021-10-16 18:39:24
1,7,2021-10-16 18:06:38
1,8,2021-10-16 18:21:32
1,9,2021-10-16 18:16:09
2,3,2021-10-16 18:57:54
2,4,2021-10-16 18:06:46
2,5,2021-10-16 18:44:02
2,6,2021-10-16 18:52:10
2,7,2021-10-16 18:42:26
2,8,2021-10-16 18:06:29
2,9,2021-10-16 18:41:55
2,10,2021-10-16 18:58:46
3,4,2021-10-16 18:54:31
3,5,2021-10-16 18:49:31
3,6,2021-10-16 18:21:01
3,7,2021-10-16 18:29:34
3,8,2021-10-16 18:43:30
3,9,2021-10-16 18:16:24
3,10,2021-10-16 18:13:02
4,5,2021-10-16 18:35:10
4,6,2021-10-16 18:01:44
4,7,2021-10-16 18:27:14
4,8,2021-10-16 18:32:01
4,9,2021-10-16 18:25:26
4,10,2021-10-16 18:25:19
5,6,2021-10-16 18:48:27
5,7,2021-10-16 18:37:39
5,8,2021-10-16 18:25:38
5,9,2021-10-16 18:20:09
5,10,2021-10-16 18:02:06
6,7,2021-10-16 18:55:10
6,8,2021-10-16 18:55:16
6,9,2021-10-16 18:31:34
6,10,2021-10-16 18:45:13
7,8,2021-10-16 18:24:21
7,9,2021-10-16 18:38:17
7,10,2021-10-16 18:39:27
8,9,2021-10-16 18:28:40
8,10,2021-10-16 18:04:14
9,10,2021-10-16 18:15:59
1,2,2021-10-16 19:19:34
1,3,2021-10-16 19:24:27
1,5,2021-10-16 19:05:41
1,6,2021-10-16 19:01:00
1,7,2021-10-16 19:50:02
1,8,2021-10-16 19:50:27
1,9,2021-10-16 19:10:57
1,10,2021-10-16 19:58:29
2,3,2021-10-16 19:28:39
2,4,2021-10-16 19:04:05
2,5,2021-10-16 19:31:01
2,6,2021-10-16 19:51:39
2,7,2021-10-16 19:34:45
2,8,2021-10-16 19:16:06
2,9,2021-10-16 19:29:40
2,10,2021-10-16 19:26:18
3,4,2021-10-16 19:39:46
3,5,2021-10-16 19:12:20
3,6,2021-10-16 19:42:36
3,7,2021-10-16 19:47:19
3,8,2021-10-16 19:56:44
3,9,2021-10-16 19:24:07
3,10,2021-10-16 19:38:31
4,5,2021-10-16 19:54:29
4,6,2021-10-16 19:38:37
4,7,2021-10-16 19:19:49
4,8,2021-10-16 19:14:47
4,9,2021-10-16 19:31:19
4,10,2021-10-16 19:01:40
5,6,2021-10-16 19:23:27
5,7,2021-10-16 19:06:43
5,8,2021-10-16 19:23:18
5,9,2021-10-16 19:36:00
5,10,2021-10-16 19:25:36
6,7,2021-10-16 19:38:16
6,8,2021-10-16 19:07:40
6,9,2021-10-16 19:23:00
6,10,2021-10-16 19:05:06
7,8,2021-10-16 19:48:38
7,9,2021-10-16 19:05:30
7,10,2021-10-16 19:33:46
8,9,2021-10-16 19:19:00
8,10,2021-10-16 19:00:24
9,10,2021-10-16 19:41:09
1,3,2021-10-16 20:18:42
1,4,2021-10-16 20:06:08
1,5,2021-10-16 20:02:58
1,8,2021-10-16 20:49:12
1,9,2021-10-16 20:27:45
2,4,2021-10-16 20:44:40
2,5,2021-10-16 20:52:33
2,6,2021-10-16 20:36:16
2,7,2021-10-16 20:07:14
2,8,2021-10-16 20:03:59
2,9,2021-10-16 20:22:46
2,10,2021-10-16 20:32:47
3,4,2021-10-16 20:27:55
3,5,2021-10-16 20:53:12
3,6,2021-10-16 20:08:51
3,7,2021-10-16 20:00:28
3,8,2021-10-16 20:46:36
3,9,2021-10-16 20:39:46
3,10,2021-10-16 20:50:21
4,5,2021-10-16 20:34:00
4,6,2021-10-16 20:50:27
4,7,2021-10-16 20:57:51
4,8,2021-10-16 20:59:18
4,9,2021-10-16 20:02:54
4,10,2021-10-16 20:24:14
5,6,2021-10-16 20:01:46
5,7,2021-10-16 20:28:54
5,8,2021-10-16 20:16:41
5,9,2021-10-16 20:27:31
5,10,2021-10-16 20:23:25
6,7,2021-10-16 20:52:05
6,8,2021-10-16 20:46:01
6,9,2021-10-16 20:40:19
6,10,2021-10-16 20:33:08
7,8,2021-10-16 20:52:11
7,9,2021-10-16 20:19:26
7,10,2021-10-16 20:15:10
8,9,2021-10-16 20:12:37
8,10,2021-10-16 20:24:15
9,10,2021-10-16 20:01:25
1,3,2021-10-16 21:40:26
1,6,2021-10-16 21:31:14
1,9,2021-10-16 21:50:21
2,3,2021-10-16 21:26:52
2,4,2021-10-16 21:11:50
2,5,2021-10-16 21:11:45
2,6,2021-10-16 21:57:37
2,8,2021-10-16 21:18:14
2,9,2021-10-16 21:05:25
3,4,2021-10-16 21:19:57
3,5,2021-10-16 21:22:58
3,6,2021-10-16 21:45:04
3,7,2021-10-16 21:58:33
3,8,2021-10-16 21:23:04
3,9,2021-10-16 21:50:41
3,10,2021-10-16 21:51:28
4,5,2021-10-16 21:44:32
4,6,2021-10-16 21:48:21
4,7,2021-10-16 21:25:32
4,8,2021-10-16 21:39:48
4,9,2021-10-16 21:44:08
4,10,2021-10-16 21:03:43
5,6,2021-10-16 21:48:04
5,7,2021-10-16 21:21:02
5,8,2021-10-16 21:10:35
5,9,2021-10-16 21:37:07
5,10,2021-10-16 21:39:34
6,7,2021-10-16 21:48:26
6,8,2021-10-16 21:50:05
6,9,2021-10-16 21:32:26
6,10,2021-10-16 21:07:52
7,8,2021-10-16 21:49:09
7,9,2021-10-16 21:39:00
7,10,2021-10-16 21:47:37
8,9,2021-10-16 21:27:33
8,10,2021-10-16 21:03:18
9,10,2021-10-16 21:25:14
1,4,2021-10-16 22:14:40
1,5,2021-10-16 22:53:44
1,6,2021-10-16 22:21:57
1,7,2021-10-16 22:26:43
2,3,2021-10-16 22:51:34
2,5,2021-10-16 22:35:42
2,6,2021-10-16 22:14:02
2,8,2021-10-16 22:45:00
2,9,2021-10-16 22:01:43
3,4,2021-10-16 22:28:46
3,5,2021-10-16 22:54:11
3,6,2021-10-16 22:25:39
3,7,2021-10-16 22:01:52
3,8,2021-10-16 22:08:08
3,9,2021-10-16 22:27:28
3,10,2021-10-16 22:32:23
4,5,2021-10-16 22:22:22
4,7,2021-10-16 22:02:39
4,8,2021-10-16 22:52:16
4,9,2021-10-16 22:50:16
4,10,2021-10-16 22:31:29
5,6,2021-10-16 22:05:52
5,7,2021-10-16 22:31:52
5,8,2021-10-16 22:22:05
5,9,2021-10-16 22:31:17
5,10,2021-10-16 22:30:02
6,7,2021-10-16 22:08:13
6,8,2021-10-16 22:00:59
6,9,2021-10-16 22:07:35
6,10,2021-10-16 22:08:12
7,8,2021-10-16 22:22:09
7,9,2021-10-16 22:55:59
7,10,2021-10-16 22:32:59
8,9,2021-10-16 22:14:52
8,10,2021-10-16 22:23:12
9,10,2021-10-16 22:40:20
1,5,2021-10-16 23:38:41
1,8,2021-10-16 23:27:20
2,4,2021-10-16 23:26:50
2,7,2021-10-16 23:46:44
2,8,2021-10-16 23:47:45
2,10,2021-10-16 23:09:35
3,5,2021-10-16 23:09:34
3,6,2021-10-16 23:38:46
3,7,2021-10-16 23:36:45
3,8,2021-10-16 23:41:01
4,5,2021-10-16 23:10:03
4,6,2021-10-16 23:31:53
4,8,2021-10-16 23:48:59
4,9,2021-10-16 23:31:23
5,6,2021-10-16 23:13:27
5,7,2021-10-16 23:12:29
5,8,2021-10-16 23:20:54
5,9,2021-10-16 23:24:50
5,10,2021-10-16 23:38:50
6,7,2021-10-16 23:34:03
6,8,2021-10-16 23:36:22
6,9,2021-10-16 23:37:27
6,10,2021-10-16 23:45:17
7,8,2021-10-16 23:41:51
7,9,2021-10-16 23:40:19
7,10,2021-10-16 23:30:26
8,9,2021-10-16 23:24:46
8,10,2021-10-16 23:42:00
9,10,2021-10-16 23:24:42
1,2,2021-10-17 00:49:10
1,7,2021-10-17 00:00:24
1,10,2021-10-17 00:55:08
2,5,2021-10-17 00:44:51
2,7,2021-10-17 00:15:17
4,7,2021-10-17 00:55:11
4,8,2021-10-17 00:05:11
1,10,2021-10-17 01:38:20
2,10,2021-10-17 01:49:23
3,5,2021-10-17 01:55:14
4,6,2021-10-17 01:14:12
4,9,2021-10-17 01:48:16
5,7,2021-10-17 01:01:59
5,9,2021-10-17 01:25:46
6,7,2021-10-17 01:47:57
1,9,2021-10-17 02:49:01
2,3,2021-10-17 02:56:47
2,4,2021-10-17 02:21:56
3,9,2021-10-17 02:47:29
3,10,2021-10-17 02:11:00
4,6,2021-10-17 02:20:40
4,10,2021-10-17 02:07:43
5,7,2021-10-17 02:40:42
5,10,2021-10-17 02:10:00
9,10,2021-10-17 02:19:54
1,4,2021-10-17 03:54:42
1,8,2021-10-17 03:19:37
1,9,2021-10-17 03:09:49
2,10,2021-10-17 03:51:19
3,4,2021-10-17 03:08:09
3,5,2021-10-17 03:48:55
3,6,2021-10-17 03:28:24
3,7,2021-10-17 03:32:26
3,10,2021-10-17 03:20:45
4,5,2021-10-17 03:18:33
4,6,2021-10-17 03:17:50
4,7,2021-10-17 03:37:45
5,8,2021-10-17 03:48:31
7,10,2021-10-17 03:28:33
1,2,2021-10-17 04:25:26
1,5,2021-10-17 04:46:22
1,9,2021-10-17 04:57:27
2,4,2021-10-17 04:12:28
2,6,2021-10-17 04:37:54
2,9,2021-10-17 04:16:40
3,4,2021-10-17 04:41:49
3,8,2021-10-17 04:19:33
3,10,2021-10-17 04:30:08
4,5,2021-10-17 04:48:17
4,8,2021-10-17 04:57:40
5,6,2021-10-17 04:28:53
6,9,2021-10-17 04:22:24
1,4,2021-10-17 05:42:21
1,7,2021-10-17 05:27:29
1,8,2021-10-17 05:11:26
2,3,2021-10-17 05:41:30
2,4,2021-10-17 05:10:21
2,7,2021-10-17 05:42:37
2,9,2021-10-17 05:25:21
2,10,2021-10-17 05:36:28
3,7,2021-10-17 05:37:15
3,8,2021-10-17 05:05:19
3,10,2021-10-17 05:49:05
4,5,2021-10-17 05:38:03
4,6,2021-10-17 05:45:36
4,7,2021-10-17 05:46:35
4,8,2021-10-17 05:24:56
4,10,2021-10-17 05:26:13
5,6,2021-10-17 05:43:19
5,7,2021-10-17 05:13:48
5,8,2021-10-17 05:27:05
5,9,2021-10-17 05:38:31
5,10,2021-10-17 05:18:11
6,7,2021-10-17 05:45:31
6,8,2021-10-17 05:35:08
6,9,2021-10-17 05:39:27
6,10,2021-10-17 05:13:20
7,8,2021-10-17 05:12:18
7,9,2021-10-17 05:47:54
7,10,2021-10-17 05:03:26
8,9,2021-10-17 05:43:28
8,10,2021-10-17 05:00:30
9,10,2021-10-17 05:50:12
1,3,2021-10-17 06:05:06
1,5,2021-10-17 06:12:38
1,6,2021-10-17 06:03:14
1,7,2021-10-17 06:05:59
1,8,2021-10-17 06:18:44
1,9,2021-10-17 06:58:17
1,10,2021-10-17 06:47:33
2,3,2021-10-17 06:55:28
2,4,2021-10-17 06:40:34
2,5,2021-10-17 06:26:05
2,6,2021-10-17 06:34:49
2,7,2021-10-17 06:06:40
2,8,2021-10-17 06:03:45
2,9,2021-10-17 06:10:22
2,10,2021-10-17 06:54:36
3,4,2021-10-17 06:44:56
3,5,2021-10-17 06:05:58
3,6,2021-10-17 06:45:28
3,7,2021-10-17 06:14:35
3,8,2021-10-17 06:56:17
3,9,2021-10-17 06:49:12
3,10,2021-10-17 06:45:55
4,5,2021-10-17 06:25:31
4,6,2021-10-17 06:06:39
4,7,2021-10-17 06:43:39
4,8,2021-10-17 06:15:09
4,9,2021-10-17 06:46:24
4,10,2021-10-17 06:13:27
5,6,2021-10-17 06:41:42
5,7,2021-10-17 06:40:28
5,8,2021-10-17 06:34:58
5,9,2021-10-17 06:34:17
5,10,2021-10-17 06:13:59
6,7,2021-10-17 06:02:21
6,8,2021-10-17 06:41:46
6,9,2021-10-17 06:00:14
6,10,2021-10-17 06:32:11
7,8,2021-10-17 06:50:05
7,9,2021-10-17 06:43:14
7,10,2021-10-17 06:38:36
8,9,2021-10-17 06:06:50
8,10,2021-10-17 06:14:20
9,10,2021-10-17 06:44:03
1,2,2021-10-17 07:35:02
1,3,2021-10-17 07:07:00
1,4,2021-10-17 07:14:20
1,5,2021-10-17 07:11:08
1,6,2021-10-17 07:18:33
1,7,2021-10-17 07:45:34
1,8,2021-10-17 07:05:26
1,9,2021-10-17 07:28:45
1,10,2021-10-17 07:59:30
2,3,2021-10-17 07:46:17
2,4,2021-10-17 07:32:20
2,5,2021-10-17 07:02:52
2,6,2021-10-17 07:31:16
2,7,2021-10-17 07:06:54
2,8,2021-10-17 07:25:53
2,9,2021-10-17 07:42:26
2,10,2021-10-17 07:38:49
3,4,2021-10-17 07:45:50
3,5,2021-10-17 07:42:51
3,6,2021-10-17 07:05:34
3,7,2021-10-17 07:23:05
3,8,2021-10-17 07:36:10
3,9,2021-10-17 07:43:29
3,10,2021-10-17 07:01:29
4,5,2021-10-17 07:03:57
4,6,2021-10-17 07:53:21
4,7,2021-10-17 07:03:50
4,8,2021-10-17 07:38:31
4,9,2021-10-17 07:54:56
4,10,2021-10-17 07:25:34
5,6,2021-10-17 07:30:37
5,7,2021-10-17 07:28:18
5,8,2021-10-17 07:46:55
5,9,2021-10-17 07:18:27
5,10,2021-10-17 07:02:40
6,7,2021-10-17 07:27:38
6,8,2021-10-17 07:10:28
6,9,2021-10-17 07:37:40
6,10,2021-10-17 07:52:47
7,8,2021-10-17 07:19:34
7,9,2021-10-17 07:06:35
7,10,2021-10-17 07:28:09
8,9,2021-10-17 07:05:01
8,10,2021-10-17 07:54:12
9,10,2021-10-17 07:52:43
1,2,2021-10-17 08:41:57
1,3,2021-10-17 08:50:44
1,4,2021-10-17 08:05:58
1,5,2021-10-17 08:13:58
1,6,2021-10-17 08:36:28
1,7,2021-10-17 08:12:27
1,8,2021-10-17 08:56:08
1,9,2021-10-17 08:50:03
1,10,2021-10-17 08:53:28
2,3,2021-10-17 08:15:01
2,4,2021-10-17 08:43:53
2,5,2021-10-17 08:15:33
2,6,2021-10-17 08:11:23
2,7,2021-10-17 08:38:03
2,8,2021-10-17 08:53:25
2,9,2021-10-17 08:09:54
2,10,2021-10-17 08:16:11
3,4,2021-10-17 08:55:53
3,5,2021-10-17 08:10:07
3,6,2021-10-17 08:22:11
3,7,2021-10-17 08:29:44
3,8,2021-10-17 08:59:43
3,9,2021-10-17 08:20:08
3,10,2021-10-17 08:45:30
4,5,2021-10-17 08:12:12
4,6,2021-10-17 08:42:09
4,7,2021-10-17 08:08:00
4,8,2021-10-17 08:32:11
4,9,2021-10-17 08:00:41
4,10,2021-10-17 08:31:10
5,6,2021-10-17 08:15:55
5,7,2021-10-17 08:02:31
5,8,2021-10-17 08:26:43
5,9,2021-10-17 08:23:22
5,10,2021-10-17 08:38:14
6,7,2021-10-17 08:21:38
6,8,2021-10-17 08:13:28
6,9,2021-10-17 08:42:36
6,10,2021-10-17 08:24:14
7,8,2021-10-17 08:13:33
7,9,2021-10-17 08:21:02
7,10,2021-10-17 08:41:52
8,9,2021-10-17 08:54:58
8,10,2021-10-17 08:37:36
9,10,2021-10-17 08:30:44
1,4,2021-10-17 09:48:51
1,5,2021-10-17 09:32:58
1,6,2021-10-17 09:48:45
1,7,2021-10-17 09:55:43
1,8,2021-10-17 09:32:48
1,9,2021-10-17 09:04:49
1,10,2021-10-17 09:57:41
2,3,2021-10-17 09:44:46
2,5,2021-10-17 09:53:52
2,6,2021-10-17 09:13:44
2,7,2021-10-17 09:19:04
2,8,2021-10-17 09:20:14
2,9,2021-10-17 09:36:42
2,10,2021-10-17 09:23:42
3,4,2021-10-17 09:21:57
3,5,2021-10-17 09:02:52
3,6,2021-10-17 09:19:08
3,7,2021-10-17 09:41:43
3,8,2021-10-17 09:20:16
3,9,2021-10-17 09:05:17
4,5,2021-10-17 09:33:59
4,6,2021-10-17 09:50:00
4,7,2021-10-17 09:52:28
4,8,2021-10-17 09:49:42
4,9,2021-10-17 09:09:43
4,10,2021-10-17 09:07:40
5,6,2021-10-17 09:22:45
5,7,2021-10-17 09:30:35
5,8,2021-10-17 09:31:49
5,9,2021-10-17 09:50:46
5,10,2021-10-17 09:36:47
6,7,2021-10-17 09:29:08
6,8,2021-10-17 09:02:28
6,9,2021-10-17 09:56:55
6,10,2021-10-17 09:50:13
7,8,2021-10-17 09:41:34
7,9,2021-10-17 09:35:24
7,10,2021-10-17 09:59:29
8,9,2021-10-17 09:29:59
8,10,2021-10-17 09:38:41
9,10,2021-10-17 09:09:11
1,2,2021-10-17 10:41:54
1,4,2021-10-17 10:35:48
1,6,2021-10-17 10:30:40
1,7,2021-10-17 10:52:44
1,8,2021-10-17 10:43:51
1,9,2021-10-17 10:45:44
1,10,2021-10-17 10:17:43
2,3,2021-10-17 10:04:33
2,4,2021-10-17 10:15:39
2,5,2021-10-17 10:01:47
2,6,2021-10-17 10:48:40
2,7,2021-10-17 10:26:00
2,8,2021-10-17 10:38:25
2,9,2021-10-17 10:24:42
2,10,2021-10-17 10:32:55
3,4,2021-10-17 10:50:03
3,5,2021-10-17 10:24:35
3,6,2021-10-17 10:52:11
3,7,2021-10-17 10:53:55
3,8,2021-10-17 10:43:24
3,9,2021-10-17 10:37:45
3,10,2021-10-17 10:45:35
4,5,2021-10-17 10:31:54
4,6,2021-10-17 10:33:01
4,7,2021-10-17 10:10:46
4,8,2021-10-17 10:31:42
4,9,2021-10-17 10:46:46
4,10,2021-10-17 10:41:40
5,6,2021-10-17 10:44:05
5,7,2021-10-17 10:52:14
5,8,2021-10-17 10:16:53
5,9,2021-10-17 10:54:57
5,10,2021-10-17 10:40:13
6,7,2021-10-17 10:17:34
6,8,2021-10-17 10:50:15
6,9,2021-10-17 10:05:01
6,10,2021-10-17 10:36:05
7,8,2021-10-17 10:39:18
7,9,2021-10-17 10:30:49
7,10,2021-10-17 10:07:30
8,9,2021-10-17 10:10:28
8,10,2021-10-17 10:24:32
9,10,2021-10-17 10:52:09
1,2,2021-10-17 11:41:00
1,4,2021-10-17 11:46:12
1,5,2021-10-17 11:21:50
1,6,2021-10-17 11:58:12
1,7,2021-10-17 11:10:51
1,8,2021-10-17 11:05:43
1,9,2021-10-17 11:19:52
1,10,2021-10-17 11:30:41
2,3,2021-10-17 11:35:13
2,4,2021-10-17 11:59:13
2,6,2021-10-17 11:48:21
2,7,2021-10-17 11:18:56
2,8,2021-10-17 11:01:02
2,9,2021-10-17 11:55:05
2,10,2021-10-17 11:31:33
3,4,2021-10-17 11:39:27
3,5,2021-10-17 11:01:23
3,6,2021-10-17 11:43:50
3,7,2021-10-17 11:14:31
3,8,2021-10-17 11:52:36
3,9,2021-10-17 11:28:59
3,10,2021-10-17 11:25:43
4,5,2021-10-17 11:12:37
4,6,2021-10-17 11:21:53
4,7,2021-10-17 11:04:16
4,8,2021-10-17 11:49:48
4,9,2021-10-17 11:49:32
4,10,2021-10-17 11:14:40
5,6,2021-10-17 11:31:27
5,7,2021-10-17 11:16:03
5,8,2021-10-17 11:34:50
5,9,2021-10-17 11:47:41
5,10,2021-10-17 11:47:00
6,7,2021-10-17 11:08:31
6,8,2021-10-17 11:48:46
6,9,2021-10-17 11:37:38
6,10,2021-10-17 11:14:38
7,8,2021-10-17 11:51:22
7,9,2021-10-17 11:21:02
7,10,2021-10-17 11:20:43
8,9,2021-10-17 11:19:16
8,10,2021-10-17 11:18:14
9,10,2021-10-17 11:49:08
1,3,2021-10-17 12:52:58
1,4,2021-10-17 12:33:06
1,5,2021-10-17 12:10:44
1,6,2021-10-17 12:05:57
1,7,2021-10-17 12:03:21
1,8,2021-10-17 12:43:13
1,9,2021-10-17 12:08:13
1,10,2021-10-17 12:48:44
2,3,2021-10-17 12:05:08
2,4,2021-10-17 12:33:45
2,5,2021-10-17 12:58:20
2,6,2021-10-17 12:48:46
2,7,2021-10-17 12:08:23
2,8,2021-10-17 12:38:55
2,9,2021-10-17 12:01:47
2,10,2021-10-17 12:20:35
3,4,2021-10-17 12:00:17
3,5,2021-10-17 12:31:51
3,6,2021-10-17 12:45:21
3,7,2021-10-17 12:11:00
3,8,2021-10-17 12:58:52
3,9,2021-10-17 12:53:28
3,10,2021-10-17 12:48:57
4,5,2021-10-17 12:52:45
4,6,2021-10-17 12:45:43
4,7,2021-10-17 12:37:33
4,8,2021-10-17 12:27:38
4,9,2021-10-17 12:30:50
4,10,2021-10-17 12:03:18
5,6,2021-10-17 12:34:06
5,7,2021-10-17 12:51:18
5,8,2021-10-17 12:15:09
5,9,2021-10-17 12:39:35
5,10,2021-10-17 12:22:02
6,7,2021-10-17 12:44:53
6,8,2021-10-17 12:27:13
6,9,2021-10-17 12:30:56
